Date,Open,High,Low,Close,Volume
2018-01-30,26198.45,26256.99,26028.42,26076.89,448258492
2018-01-31,26268.17,26338.03,26050.98,26149.39,479175381
2018-02-01,26083.04,26306.7,26014.44,26186.71,410574698
2018-02-02,26061.79,26061.79,25490.66,25520.96,522908337
2018-02-05,25337.87,25520.53,23923.88,24345.75,714452724
2018-02-06,24085.17,24946.23,23778.74,24912.77,823998150
2018-02-07,24892.87,25293.96,24785.44,24893.35,504527829
2018-02-08,24902.3,24903.68,23849.23,23860.46,657544438
2018-02-09,23992.67,24382.14,23360.29,24190.9,734970783
2018-02-12,24337.76,24765.16,24290.48,24601.27,496590431
2018-02-13,24540.33,24705.72,24421.03,24640.45,374415694
2018-02-14,24535.82,24925.95,24490.36,24893.49,431152512
2018-02-15,25047.82,25203.95,24809.42,25200.37,416778260
2018-02-16,25165.94,25432.42,25149.26,25219.38,406774321
2018-02-20,25124.91,25179.01,24884.19,24964.75,421529658
2018-02-21,24988.06,25267.99,24792.99,24797.78,455983683
2018-02-22,24855.41,25156.72,24854.83,24962.48,378937556
2018-02-23,25050.51,25313.91,25028.73,25309.99,335430427
2018-02-26,25403.35,25732.8,25398.56,25709.27,473457299
2018-02-27,25735.78,25800.35,25407.83,25410.03,438308772
2018-02-28,25485.15,25576.15,25022.42,25029.2,451844482
2018-03-01,25024.04,25185.35,24442.56,24608.98,506306593
2018-03-02,24394.91,24592.46,24217.76,24538.06,437110946
2018-03-05,24471.31,24961,24387.15,24874.76,383880485
2018-03-06,24965.89,24995.24,24708.41,24884.12,331747215
2018-03-07,24758.15,24849.68,24535.12,24801.36,394056248
2018-03-08,24853.41,24950.49,24703.05,24895.21,327396097
2018-03-09,25004.89,25336.33,25004.89,25335.74,371573604
2018-03-12,25372.44,25449.15,25152.02,25178.61,362643140
2018-03-13,25257.75,25376.4,24947.5,25007.03,447945756
2018-03-14,25086.97,25130.12,24668.83,24758.12,356871244
2018-03-15,24837.29,25053.87,24753.29,24873.66,316215884
2018-03-16,24877.34,25031,24857.09,24946.51,654268288
2018-03-19,24893.69,24893.69,24453.14,24610.91,378053012
2018-03-20,24650.64,24803.61,24650.64,24727.27,342433285
2018-03-21,24723.49,24977.65,24655.4,24682.31,343185873
2018-03-22,24526.01,24526.01,23938.74,23957.89,439309518
2018-03-23,23995.18,24108.47,23509.06,23533.2,482503861
2018-03-26,23825.74,24232.3,23741.22,24202.6,479498974
2018-03-27,24276.62,24446.22,23708.73,23857.71,524551867
2018-03-28,23883.08,24092.47,23728.67,23848.42,530063673
2018-03-29,23949.18,24314.3,23928.13,24103.11,463453856
2018-04-02,24076.6,24123.8,23344.52,23644.19,509722046
2018-04-03,23698.33,24044.35,23664.33,24033.36,394200754
2018-04-04,23654.15,24308.96,23523.16,24264.3,388558586
2018-04-05,24313.91,24622.26,24313.91,24505.22,347821315
2018-04-06,24373.6,24434.4,23738.2,23932.76,395906774
2018-04-09,24037.52,24373.18,23954.83,23979.1,380806907
2018-04-10,24198.95,24511.35,24198.95,24408,368665749
2018-04-11,24274.19,24366.57,24150.87,24189.45,286264231
2018-04-12,24302.82,24592.12,24302.82,24483.05,336113866
2018-04-13,24582.82,24646.45,24243.74,24360.14,331896572
2018-04-16,24483.15,24675.36,24480.2,24573.04,305109413
2018-04-17,24681.79,24858.97,24681.79,24786.63,342453978
2018-04-18,24820.85,24832.54,24721.09,24748.07,301981508
2018-04-19,24711.3,24762.48,24557.03,24664.89,381205863
2018-04-20,24657.39,24678.07,24375.04,24462.94,537688805
2018-04-23,24488.07,24536.89,24328.54,24448.69,351056865
2018-04-24,24579.94,24579.94,23828.73,24024.13,468122332
2018-04-25,24070.2,24146.34,23823.08,24083.83,437119863
2018-04-26,24128.72,24402.46,24128.72,24322.34,390336636
2018-04-27,24342.14,24359.38,24194.45,24311.19,392739652
2018-04-30,24410.41,24498.23,24163.08,24163.15,416737123
2018-05-01,24117.29,24117.29,23808.19,24099.05,380108290
2018-05-02,24097.63,24185.52,23886.3,23924.98,385346014
2018-05-03,23836.23,23996.15,23531.31,23930.15,389214755
2018-05-04,23865.22,24333.35,23778.87,24262.51,329503269
2018-05-07,24317.66,24479.45,24263.42,24357.32,307687780
2018-05-08,24341.35,24412.34,24198.34,24360.21,344929821
2018-05-09,24399.18,24586.48,24323.87,24542.54,361617408
2018-05-10,24591.66,24794.99,24575.91,24739.53,304231918
2018-05-11,24758.64,24868.65,24717.5,24831.17,274157088
2018-05-14,24879.37,24994.19,24862.52,24899.41,282958899
2018-05-15,24809.55,24809.55,24629.39,24706.41,301997585
2018-05-16,24722.32,24801.19,24672.79,24768.93,280736080
2018-05-17,24752.4,24839.49,24639.4,24713.98,314560854
2018-05-18,24707.72,24774.97,24664.87,24715.09,269749123
2018-05-21,24883.06,25086.49,24883.06,25013.29,309019681
2018-05-22,25047.55,25064.99,24812.06,24834.41,288215130
2018-05-23,24757.71,24889.46,24667.12,24886.81,399553312
2018-05-24,24877.36,24877.36,24605.9,24811.76,347139986
2018-05-25,24781.29,24824.22,24687.81,24753.09,257137169
2018-05-29,24606.59,24635.18,24247.84,24361.45,395819372
2018-05-30,24467.83,24714.48,24459.09,24667.78,324826699
2018-05-31,24620.79,24620.79,24352.15,24415.84,429766632
2018-06-01,24542.09,24673.6,24542.09,24635.21,315703757
2018-06-04,24727.55,24859.37,24722.14,24813.69,340417948
2018-06-05,24820.12,24838.78,24710.82,24799.98,306431116
2018-06-06,24854.14,25146.46,24854.14,25146.39,316174338
2018-06-07,25192.14,25326.09,25164.48,25241.41,357760091
2018-06-08,25209.29,25325.63,25165.7,25316.53,317475228
2018-06-11,25336.67,25402.83,25290.2,25322.31,276821832
2018-06-12,25346.82,25364.37,25247.04,25320.73,265725748
2018-06-13,25328.65,25362.07,25191.42,25201.2,329784159
2018-06-14,25254.65,25332.5,25138.6,25175.31,341117350
2018-06-15,25116.71,25130.82,24894.38,25090.48,659457895
2018-06-18,24944.28,25003.1,24825.77,24987.47,336974005
2018-06-19,24763.59,24763.59,24567.75,24700.21,376415787
2018-06-20,24771.17,24804.76,24628.39,24657.8,359445573
2018-06-21,24639.21,24639.21,24406.63,24461.7,349580652
2018-06-22,24526.97,24663.18,24526.97,24580.89,473981852
2018-06-25,24463.73,24463.73,24084.39,24252.8,439213125
2018-06-26,24281.89,24384.21,24241.22,24283.11,301197073
2018-06-27,24303.11,24569.02,24115.82,24117.59,313741384
2018-06-28,24064.19,24308.16,23997.21,24216.05,305114509
2018-06-29,24323.93,24509.52,24269.71,24271.41,329058660
2018-07-02,24161.53,24319.42,24077.56,24307.18,244084103
2018-07-03,24359.39,24444.88,24150.85,24174.82,160903211
2018-07-05,24285.82,24372.8,24177.44,24356.74,237577239
2018-07-06,24352.47,24520.29,24281.47,24456.48,219368312
2018-07-09,24525.23,24796.29,24525.23,24776.59,240572408
2018-07-10,24806.97,24945.38,24806.97,24919.66,235090636
2018-07-11,24789.48,24815.16,24663.82,24700.45,237290753
2018-07-12,24802.9,24939.97,24802.9,24924.89,233090019
2018-07-13,24926.07,25043.21,24890.06,25019.41,255533143
2018-07-16,25025.58,25072.41,24979.64,25064.36,231261164
2018-07-17,25033.92,25155.39,24989.61,25119.89,250371741
2018-07-18,25133.79,25215.32,25101.12,25199.29,252926303
2018-07-19,25139.15,25154.17,25052.62,25064.5,285749714
2018-07-20,25041.14,25124.1,24986.35,25058.12,274084814
2018-07-23,25036.9,25081.45,24983.33,25044.29,228814553
2018-07-24,25092.43,25286.62,25092.43,25241.94,274921716
2018-07-25,25183.7,25432.87,25113.55,25414.1,273716533
2018-07-26,25468.55,25587.24,25463.16,25527.07,297452135
2018-07-27,25520.52,25580.22,25370.07,25451.06,329617171
2018-07-30,25439.32,25500.16,25287.38,25306.83,296978901
2018-07-31,25345.21,25490.98,25345.21,25415.19,348703765
2018-08-01,25461.63,25488.8,25278.32,25333.82,315785818
2018-08-02,25256.45,25360.48,25120.07,25326.16,307793537
2018-08-03,25360.37,25467.9,25325.17,25462.58,238925406
2018-08-06,25437.43,25540.02,25381.38,25502.18,238945679
2018-08-07,25551.65,25692.72,25551.65,25628.91,239838994
2018-08-08,25615.72,25634.11,25557.48,25583.75,217807142
2018-08-09,25589.79,25613.31,25492.69,25509.23,215021509
2018-08-10,25401.19,25401.19,25222.88,25313.14,234472337
2018-08-13,25327.19,25381.39,25153.93,25187.7,220077215
2018-08-14,25215.69,25339.51,25201.87,25299.92,219213910
2018-08-15,25235.37,25235.37,24965.77,25162.41,295768106
2018-08-16,25294.97,25607.34,25294.97,25558.73,342518688
2018-08-17,25550.8,25728.16,25521.66,25669.32,284251517
2018-08-20,25727.7,25790.17,25716.41,25758.69,248652983
2018-08-21,25786.99,25888.82,25784.9,25822.29,241684729
2018-08-22,25825.06,25836.16,25722.43,25733.6,200483687
2018-08-23,25714.86,25762.56,25608.02,25656.98,213364186
2018-08-24,25688.58,25826.05,25688.58,25790.35,200375369
2018-08-27,25882.71,26067.57,25882.71,26049.64,220484480
2018-08-28,26092.7,26122.24,26037.85,26064.02,211378369
2018-08-29,26082.53,26167.94,26035.3,26124.57,214978250
2018-08-30,26099.01,26104.37,25934.8,25986.92,240517176
2018-08-31,25964.85,26028.83,25879.77,25964.82,273502384
2018-09-04,25916.07,25971.77,25805.95,25952.48,254563800
2018-09-05,25919.84,26011.22,25871.04,25974.99,289238884
2018-09-06,25973.02,26073.68,25880.84,25995.87,262438568
2018-09-07,25951.02,26002.99,25818.39,25916.54,281381814
2018-09-10,25991.91,26039.96,25854.13,25857.07,252201211
2018-09-11,25841.14,26019.92,25754.32,25971.06,266029076
2018-09-12,25989.07,26145.72,25929.43,25998.92,282708610
2018-09-13,26083.94,26191.64,26067.08,26145.99,260810035
2018-09-14,26169.56,26211.11,26068.29,26154.67,228706017
2018-09-17,26151.66,26184.47,26030.35,26062.12,230236344
2018-09-18,26076.21,26317.34,26076.21,26246.96,242967532
2018-09-19,26287.84,26464.41,26280.76,26405.76,251293312
2018-09-20,26519.39,26697.49,26519.39,26656.98,260436865
2018-09-21,26726.25,26769.16,26680.37,26743.5,657679811
2018-09-24,26705.25,26709.94,26548.68,26562.05,254769250
2018-09-25,26601.58,26634.85,26475.58,26492.21,234050852
2018-09-26,26536.86,26606.09,26349.34,26385.28,262567793
2018-09-27,26418.27,26557.01,26379.95,26439.93,226281713
2018-09-28,26407.66,26515.76,26383.57,26458.31,264039895
2018-10-01,26598.36,26737.98,26596.05,26651.21,238346239
2018-10-02,26648.91,26824.78,26627.66,26773.94,258331451
2018-10-03,26833.47,26951.81,26789.08,26828.39,280155725
2018-10-04,26784.08,26793.82,26471.61,26627.48,289548021
2018-10-05,26632.77,26676.16,26301.81,26447.05,267016498
2018-10-08,26399.45,26529.35,26223.09,26486.78,272924114
2018-10-09,26469.19,26539.94,26324.16,26430.57,282506267
2018-10-10,26441.73,26441.73,25593.65,25598.74,438130635
2018-10-11,25518.39,25683.64,24899.77,25052.83,522922985
2018-10-12,25407.63,25467.55,25000.83,25339.99,397534007
2018-10-15,25332.46,25482.42,25243.88,25250.55,287284343
2018-10-16,25351.53,25817.68,25351.53,25798.42,305892686
2018-10-17,25705.87,25810.09,25479.16,25706.68,298273468
2018-10-18,25645.56,25691.46,25236.01,25379.45,327975931
2018-10-19,25421.09,25608.71,25350.02,25444.34,350732369
2018-10-22,25492.14,25561.34,25236.05,25317.41,314944461
2018-10-23,25038.46,25307.7,24768.79,25191.43,436367135
2018-10-24,25172.88,25306.23,24533.19,24583.42,496395885
2018-10-25,24736.54,25104.29,24645.56,24984.55,439715683
2018-10-26,24770.25,24916.16,24445.19,24688.31,505325254
2018-10-29,24818.98,25040.58,24122.23,24442.92,443753880
2018-10-30,24482.04,24906.68,24415.69,24874.64,470064660
2018-10-31,25008.82,25336.55,25008.82,25115.76,448881152
2018-11-01,25142.08,25396.47,25108.11,25380.74,384030281
2018-11-02,25443.6,25578.98,25078.72,25270.83,429561488
2018-11-05,25261.47,25507.35,25261.47,25461.7,334709829
2018-11-06,25452.83,25651.86,25444.9,25635.01,265408548
2018-11-07,25788.46,26200.14,25765.88,26180.3,361838737
2018-11-08,26139.59,26277.82,26081.9,26191.22,295693643
2018-11-09,26149.11,26161.49,25882.91,25989.3,324366144
2018-11-12,25959.33,25966.71,25340.51,25387.18,346995400
2018-11-13,25321.21,25511.03,25193.78,25286.49,339689524
2018-11-14,25388.08,25501.29,24935.82,25080.5,384293171
2018-11-15,25061.48,25354.56,24787.79,25289.27,392661249
2018-11-16,25242.35,25510.23,25147.8,25413.22,354474178
2018-11-19,25392.61,25392.61,24900.98,25017.44,358142810
2018-11-20,24618.68,24707.26,24368.98,24465.64,445917723
2018-11-21,24541.65,24669.79,24463.28,24464.69,289458645
2018-11-23,24336.4,24408.8,24268.74,24285.95,155856368
2018-11-26,24364.13,24673.29,24364.13,24640.24,306310643
2018-11-27,24557.02,24750.73,24416.03,24748.73,308310327
2018-11-28,24832.84,25368.93,24832.84,25366.43,362117497
2018-11-29,25340.3,25479.04,25202.79,25338.84,305063132
2018-11-30,25307.14,25549.71,25250.97,25538.46,482162179
2018-12-03,25779.57,25980.21,25670.51,25826.43,388505418
2018-12-04,25752.56,25773.12,25008.11,25027.07,418984696
2018-12-06,24737.42,24951.01,24242.22,24947.67,471673514
2018-12-07,24918.82,25095.62,24284.78,24388.95,398190611
2018-12-10,24360.95,24500.81,23881.37,24423.26,389679536
2018-12-11,24719.91,24791.26,24221.06,24370.24,342940277
2018-12-12,24509.09,24828.29,24509.09,24527.27,344355911
2018-12-13,24575.86,24740.96,24473.29,24597.38,300003266
2018-12-14,24408.04,24431.14,24033.79,24100.51,416977200
2018-12-17,23986.83,24088.08,23456.88,23592.98,466734548
2018-12-18,23769.13,23927.77,23516.02,23675.64,408003897
2018-12-19,23693.33,24057.34,23162.64,23323.66,503565185
2018-12-20,23224.12,23282.2,22644.31,22859.6,576717202
2018-12-21,22871.74,23254.59,22396.34,22445.37,900523235
2018-12-24,22317.28,22339.87,21792.2,21792.2,308387965
2018-12-26,21857.73,22878.92,21712.53,22878.45,433143056
2018-12-27,22629.06,23138.89,22267.42,23138.82,407847431
2018-12-28,23213.61,23381.88,22981.33,23062.4,336565447
2018-12-31,23153.94,23333.18,23118.3,23327.46,288808253
2019-01-02,23058.61,23413.47,22928.59,23346.24,321542416
2019-01-03,23176.39,23176.39,22638.41,22686.22,424276458
2019-01-04,22894.92,23518.64,22894.92,23433.16,395923318
2019-01-07,23474.26,23687.74,23301.59,23531.35,334185364
2019-01-08,23680.32,23864.65,23581.45,23787.45,317413830
2019-01-09,23844.27,23985.45,23776.56,23879.12,324470576
2019-01-10,23811.11,24014.78,23703.25,24001.92,338072481
2019-01-11,23940.01,23996.32,23798.16,23995.95,262719487
2019-01-14,23880.53,23964.9,23765.24,23909.84,277530434
2019-01-15,23914.11,24099.14,23887.93,24065.59,291645012
2019-01-16,24139.91,24288.61,24119.72,24207.16,302837014
2019-01-17,24147.09,24474.46,24088.9,24370.1,288549125
2019-01-18,24534.19,24750.22,24459.03,24706.35,372887671
2019-01-22,24607.76,24607.76,24244.31,24404.48,338469349
2019-01-23,24577.25,24700.98,24307.17,24575.62,318518556
2019-01-24,24579.96,24626.3,24422.73,24553.24,320084129
2019-01-25,24687.21,24860.15,24676.75,24737.2,376813788
2019-01-28,24596.98,24596.98,24323.94,24528.22,347195342
2019-01-29,24519.62,24674.87,24504.04,24579.96,330824128
2019-01-30,24826.52,25109.62,24790.9,25014.86,397236525
2019-01-31,24954.48,25049.62,24842.09,24999.67,507322747
2019-02-01,25025.31,25193.15,24982.49,25063.89,372183351
2019-02-04,25062.12,25239.91,24977.67,25239.37,298457581
2019-02-05,25287.93,25427.32,25287.65,25411.52,310604617
2019-02-06,25371.57,25439.04,25312.06,25390.3,247532300
2019-02-07,25265.81,25314.26,25000.52,25169.53,295430181
2019-02-08,25042.36,25106.39,24883.04,25106.33,248210973
2019-02-11,25142.81,25196.75,25009.1,25053.11,241641873
2019-02-12,25152.03,25458.98,25152.03,25425.76,278016978
2019-02-13,25480.86,25625.95,25480.86,25543.27,263270034
2019-02-14,25460.65,25558.9,25308.09,25439.39,313002754
2019-02-15,25564.63,25883.72,25564.63,25883.25,328513164
2019-02-19,25849.85,25961.44,25820.01,25891.32,280646027
2019-02-20,25872.26,25986.2,25846.48,25954.44,287935727
2019-02-21,25922.41,25938.88,25762.21,25850.63,255629071
2019-02-22,25906.27,26052.9,25906.27,26031.81,279785166
2019-02-25,26126.15,26241.42,26080.66,26091.95,281519738
2019-02-26,26051.61,26155.29,25966.01,26057.98,257923394
2019-02-27,25995.6,26039.68,25877.24,25985.16,255399823
2019-02-28,25984.28,26029.21,25896.56,25916,338567657
2019-03-01,26019.67,26143.92,25914.37,26026.32,289821053
2019-03-04,26122.19,26155.98,25611.55,25819.65,295523441
2019-03-05,25829.07,25877.15,25725.63,25806.63,252219815
2019-03-06,25818.76,25837.61,25633.71,25673.46,256151780
2019-03-07,25645.45,25645.45,25352.55,25473.23,289092956
2019-03-08,25347.38,25466.14,25252.46,25450.24,270569987
2019-03-11,25208,25661.63,25208,25650.88,309805884
2019-03-12,25600.3,25675.44,25522.17,25554.66,317751027
2019-03-13,25637.23,25776.49,25571.31,25702.89,331394407
2019-03-14,25692.31,25752.84,25621.31,25709.94,302716823
2019-03-15,25720.96,25927.91,25649.7,25848.87,616826783
2019-03-18,25801.88,25924.77,25785.66,25914.1,399541929
2019-03-19,25987.87,26109.68,25814.92,25887.38,342173763
2019-03-20,25867.79,25929.52,25670.63,25745.67,322027300
2019-03-21,25688.44,26009.9,25657.78,25962.51,335290418
2019-03-22,25844.65,25877.01,25501.45,25502.32,386423161
2019-03-25,25490.72,25603.27,25372.26,25516.83,303146801
2019-03-26,25649.56,25796.29,25544.78,25657.73,305015321
2019-03-27,25676.34,25758.17,25425.27,25625.59,270329459
2019-03-28,25693.32,25743.41,25576.69,25717.46,237227189
2019-03-29,25827.31,25949.32,25771.67,25928.68,300697466
2019-04-01,26075.1,26280.9,26071.69,26258.42,295531363
2019-04-02,26213.55,26221.24,26122.31,26179.13,250909692
2019-04-03,26238.03,26282.17,26138.47,26218.13,271915714
2019-04-04,26213.42,26398.9,26212.78,26384.63,232967917
2019-04-05,26427.56,26487.57,26370.82,26424.99,229635945
2019-04-08,26312.67,26344.65,26246.03,26341.02,229359594
2019-04-09,26243.54,26246.34,26103.14,26150.58,244394634
2019-04-10,26173.71,26209.49,26101.24,26157.16,203078923
2019-04-11,26188.21,26229.88,26062.59,26143.05,211692402
2019-04-12,26357.79,26436.68,26309.72,26412.3,369891452
2019-04-15,26407.76,26424.85,26316.42,26384.77,250714963
2019-04-16,26482.19,26530.71,26397.19,26452.66,302306816
2019-04-17,26468.53,26501.02,26391.86,26449.54,367842635
2019-04-18,26463.37,26602.42,26444.53,26559.54,332810326
2019-04-22,26510.77,26553.05,26458.61,26511.05,232594507
2019-04-23,26513.83,26695.96,26503.56,26656.39,311741075
2019-04-24,26652.56,26680.58,26582.86,26597.05,283467761
2019-04-25,26426.37,26536.48,26310.28,26462.08,296756458
2019-04-26,26454.62,26543.56,26392.55,26543.33,317304311
2019-04-29,26559.87,26602.54,26520.75,26554.39,279455449
2019-04-30,26594.56,26614.04,26419.47,26592.91,340399773
2019-05-01,26639.06,26689.39,26426.38,26430.14,303824427
2019-05-02,26407.15,26454.69,26180.36,26307.79,287700790
2019-05-03,26379.14,26534.96,26370.09,26504.95,248938257
2019-05-06,26160.62,26476.27,26033.95,26438.48,283101899
2019-05-07,26276.9,26276.9,25789.71,25965.09,334991424
2019-05-08,25933.79,26118.1,25889.41,25967.33,276364035
2019-05-09,25878.85,25884.89,25517.39,25828.36,334708294
2019-05-10,25763.72,26019.32,25469.86,25942.37,294584116
2019-05-13,25568.06,25568.06,25222.51,25324.99,361279460
2019-05-14,25384.03,25688.96,25384.03,25532.05,291491529
2019-05-15,25400.13,25724.89,25341.94,25648.02,270691489
2019-05-16,25692.14,25957.63,25692.14,25862.68,320983871
2019-05-17,25719.95,25948.74,25657.78,25764,283835610
2019-05-20,25655.31,25751.71,25560.55,25679.9,279547099
2019-05-21,25782.34,25898.27,25779.61,25877.33,260784838
2019-05-22,25818.46,25878.21,25755.11,25776.61,241789564
2019-05-23,25657.99,25657.99,25328.09,25490.47,316963725
2019-05-24,25551.07,25670.81,25496.2,25585.69,201285856
2019-05-28,25616.55,25717.63,25342.28,25347.77,358880381
2019-05-29,25231.46,25231.46,24938.24,25126.41,298921056
2019-05-30,25139.94,25218.54,25066.75,25169.88,215295529
2019-05-31,25046.31,25046.31,24809.51,24815.04,292215814
2019-06-03,24830.16,24935.21,24680.57,24819.78,328174315
2019-06-04,24962.82,25343.77,24962.82,25332.18,281765509
2019-06-05,25451,25544.66,25373.58,25539.57,262679598
2019-06-06,25567.45,25800.3,25518.05,25720.66,248104564
2019-06-07,25768.72,26072.75,25768.72,25983.94,263008829
2019-06-10,26090.22,26210.61,26054.31,26062.68,249327353
2019-06-11,26180.59,26248.67,25998.87,26048.51,253559800
2019-06-12,26040.3,26082.1,25958.66,26004.83,223657251
2019-06-13,26036.94,26146.91,25995.71,26106.77,213360239
2019-06-14,26076.36,26162.28,25988.09,26089.61,207951926
